sup_tot,sup_cub,ambientes,dormitorios,expensas,precio,precio_moneda,ubicación,lat,lon,fecha,href,inm_tipo
80.0,80.0,2.0,1.0,34300.0,2100,U$S,"Julieta Lanteri Al 1300, Puerto Madero",-34.61279329999999,-58.360048,2021-09-06T13:15:50.000Z,https://departamento.mercadolibre.com.ar/MLA-1101800331-chateau-dos-ambientes-amoblado--_JM#position=33&search_layout=grid&type=item&tracking_id=6d37aba8-5945-4e95-b6c3-4fc811290e99,depto
50.0,47.0,2.0,1.0,,58900,$,"Monroe 2800, Belgrano",-34.5606044,-58.463618999999994,2021-10-11T14:27:34.000Z,https://departamento.mercadolibre.com.ar/MLA-1107697033-2-ambientes-alquiler-belgrano-_JM#position=34&search_layout=grid&type=item&tracking_id=6d37aba8-5945-4e95-b6c3-4fc811290e99,depto
44.0,44.0,1.0,,3900.0,60000,$,"Esmeralda 697, San Nicolás",-34.6002023,-58.3780136,2021-10-09T01:57:41.000Z,https://departamento.mercadolibre.com.ar/MLA-1107544994-1-ambiente-lujo-pvivienda-o-oficina-c-solarium-bano-comple-_JM#position=35&search_layout=grid&type=item&tracking_id=6d37aba8-5945-4e95-b6c3-4fc811290e99,depto
104.0,100.0,3.0,2.0,32500.0,75000,$,"Cerrito 1500, Recoleta",-34.589927100000004,-58.382767,2021-09-29T18:36:30.000Z,https://departamento.mercadolibre.com.ar/MLA-1105969770-alquiler-departamento-recoleta-3-ambientes-dep-coch-cerrito-_JM#position=36&search_layout=grid&type=item&tracking_id=6d37aba8-5945-4e95-b6c3-4fc811290e99,depto
56.0,53.0,3.0,2.0,7500.0,45000,$,"Tacuari Al 1000, San Telmo",-34.62061370000001,-58.3787782,2021-09-23T19:04:32.000Z,https://departamento.mercadolibre.com.ar/MLA-1104858582-3-ambientes-en-alquiler-_JM#position=37&search_layout=grid&type=item&tracking_id=6d37aba8-5945-4e95-b6c3-4fc811290e99,depto
42.0,38.0,2.0,1.0,,35000,$,"Roffo 7026, Liniers",-34.6388633,-58.5282164,2021-09-09T14:30:42.000Z,https://departamento.mercadolibre.com.ar/MLA-1102511993-dpto-dos-amb-balcon-exelente-vista-av-rivadavia-_JM#position=38&search_layout=grid&type=item&tracking_id=6d37aba8-5945-4e95-b6c3-4fc811290e99,depto
90.0,90.0,4.0,3.0,19000.0,75000,$,"San Jose De Calasanz 100, Caballito",-34.6200482,-58.4386605,2021-09-22T21:07:03.000Z,https://departamento.mercadolibre.com.ar/MLA-1104608960-dpto-4-ambientes-en-alquiler-caballito-_JM#position=39&search_layout=grid&type=item&tracking_id=6d37aba8-5945-4e95-b6c3-4fc811290e99,depto
174.0,164.0,5.0,3.0,0.0,245000,$,"Av. Libertador Al 300, Retiro",-34.591181899999995,-58.3786205,2021-10-12T12:08:04.000Z,https://departamento.mercadolibre.com.ar/MLA-1107730931-alquiler-departamento-retiro-5-ambientes-amenities-cocheras-_JM#position=40&search_layout=grid&type=item&tracking_id=6d37aba8-5945-4e95-b6c3-4fc811290e99,depto
37.0,34.0,1.0,,6200.0,33000,$,"San Jose De Calasanz Al 600. Entre Av. Pedro Goyena Y Bonifacio, José, Caballito",-34.626320299999996,-58.4377676,2021-09-17T15:38:22.000Z,https://departamento.mercadolibre.com.ar/MLA-1103802717-departamento-en-alquiler-en-caballito-_JM#position=41&search_layout=grid&type=item&tracking_id=6d37aba8-5945-4e95-b6c3-4fc811290e99,depto
144.0,126.0,4.0,3.0,37000.0,1400,U$S,"Av. Coronel Diaz Al 2700, Barrio Norte",-34.581041799999994,-58.404897,2021-10-01T16:55:53.000Z,https://departamento.mercadolibre.com.ar/MLA-1106260727-excelente-4-ambientes-con-vista-al-rio-_JM#position=42&search_layout=grid&type=item&tracking_id=6d37aba8-5945-4e95-b6c3-4fc811290e99,depto
383.0,323.0,6.0,8.0,41000.0,2500,U$S,"Retasado!   Av. Santa Fe 1200 - Recoleta (triplex Apto Profesional Y Comercial), Recoleta",-34.5955435,-58.384959499999994,2021-02-08T12:31:08.000Z,https://departamento.mercadolibre.com.ar/MLA-907567128-av-santa-fe-1200-recoleta-triplex-apto-profesional-y-comercial-_JM#position=43&search_layout=grid&type=item&tracking_id=6d37aba8-5945-4e95-b6c3-4fc811290e99,depto
100.0,100.0,2.0,1.0,30000.0,1300,U$S,"Martha Salotti Al 400, Puerto Madero",-34.6132815,-58.3624946,2021-10-05T20:12:38.000Z,https://departamento.mercadolibre.com.ar/MLA-1106759320-la-portena-alquiler-2-ambientes-amoblado--_JM#position=44&search_layout=grid&type=item&tracking_id=6d37aba8-5945-4e95-b6c3-4fc811290e99,depto
42.0,36.0,1.0,,5000.0,30000,$,"Soler Al 4400, Palermo",-34.5885548,-58.422665599999995,2021-09-29T21:44:17.000Z,https://departamento.mercadolibre.com.ar/MLA-1105973863-departamento-de-1-ambiente-en-alquiler-en-palermo-a-1-cuadra-de-la-plaza-armenia-_JM#position=45&search_layout=grid&type=item&tracking_id=6d37aba8-5945-4e95-b6c3-4fc811290e99,depto
93.0,84.0,3.0,2.0,,98000,U$S,"Brandsen  600, La Boca",-34.6357448,-58.36202289999999,2021-08-25T02:59:22.000Z,https://departamento.mercadolibre.com.ar/MLA-935769081-venta-3-ambientes-en-la-boca-_JM#position=46&search_layout=grid&type=item&tracking_id=6d37aba8-5945-4e95-b6c3-4fc811290e99,depto
159.0,159.0,4.0,3.0,36850.0,1400,U$S,"Parera 100, Recoleta",-34.5907364,-58.3850746,2021-06-18T14:57:14.000Z,https://departamento.mercadolibre.com.ar/MLA-926207563-excelente-departamento-en-venta-yo-alquiler-en-calle-parera-_JM#position=47&search_layout=grid&type=item&tracking_id=6d37aba8-5945-4e95-b6c3-4fc811290e99,depto
279.0,245.0,5.0,3.0,60000.0,2600,U$S,"Arribeños  1300, Belgrano",-34.56907460000001,-58.452363899999995,2021-07-02T19:31:37.000Z,https://departamento.mercadolibre.com.ar/MLA-928079884-alquiler-departamento-5-ambientes-2-cocheras-belgrano-_JM#position=48&search_layout=grid&type=item&tracking_id=6d37aba8-5945-4e95-b6c3-4fc811290e99,depto
125.0,125.0,3.0,2.0,50000.0,3500,U$S,"Aime Paime Al Al 1100, Puerto Madero",-34.610235499999995,-58.362058999999995,2021-04-07T16:38:08.000Z,https://departamento.mercadolibre.com.ar/MLA-915058084-alquiler-departamento-2-suites--_JM#position=1&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
175.0,175.0,3.0,2.0,45000.0,3000,U$S,"Marta Lynch Al Al 500, Puerto Madero",-34.6099745,-58.3612872,2021-10-05T19:51:08.000Z,https://departamento.mercadolibre.com.ar/MLA-1106784846-puerto-madero-departamento-alquiler-2-suites--_JM#position=2&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
112.0,100.0,2.0,1.0,31000.0,115000,$,"Villanueva  1100 6°, Belgrano",-34.566757200000005,-58.4409676,2021-09-28T17:59:38.000Z,https://departamento.mercadolibre.com.ar/MLA-1105704158-excelente-2-ambientes-cocina-independiente-y-cochera-_JM#position=3&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
130.0,120.0,3.0,2.0,0.0,900,U$S,"Rodriguez Peña Al 1800, Recoleta",-34.589412599999996,-58.3874762,2021-09-20T21:07:05.000Z,https://departamento.mercadolibre.com.ar/MLA-1104247095-alquiler-temporario-de-departamento-3-ambientes-en-recoleta-capital-federal-1946-_JM#position=4&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
55.0,50.0,2.0,1.0,5000.0,60000,$,"Aguero 2148, Barrio Norte",-34.5874405,-58.4015644,2021-10-03T01:06:42.000Z,https://departamento.mercadolibre.com.ar/MLA-1106431292-depto-antiguo-de-alta-gama-en-barrio-norte-agueropena-_JM#position=5&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
41.0,41.0,2.0,1.0,,45000,$,"Dr Emilio Ravigniani  1146, Palermo",-34.586570200000004,-58.4448568,2021-10-09T21:55:51.000Z,https://departamento.mercadolibre.com.ar/MLA-1107583041-dueno-alquila-2-amb-palermo-_JM#position=6&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
,104.0,4.0,3.0,24000.0,145000,$,"Libertad Al 1600, Retiro",-34.5891722,-58.3829701,2021-08-04T20:25:32.000Z,https://departamento.mercadolibre.com.ar/MLA-932767073-departamento-retiro-_JM#position=7&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
41.0,37.0,1.0,,,105000,U$S,"Paraguay 2400, Barrio Norte",-34.5979175,-58.40206729999999,2021-09-22T23:32:40.000Z,https://departamento.mercadolibre.com.ar/MLA-1104584777-venta-mono-ambiente-luminoso-zfac-medicina-dueno-directo-_JM#position=8&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
54.0,50.0,2.0,1.0,,65000,$,"Olaya 1090, Caballito",-34.606813700000004,-58.4432094,2021-10-11T20:12:32.000Z,https://departamento.mercadolibre.com.ar/MLA-1107726243-alquiler-departameto-2-ambientes-con-amenities-en-caballito-_JM#position=9&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
130.0,121.0,5.0,4.0,24000.0,270000,$,"Gorostiaga  2200 5°, Belgrano",-34.5697556,-58.4415894,2021-10-19T13:23:17.000Z,https://departamento.mercadolibre.com.ar/MLA-1108707945-excelente-4-ambientes-ccoch-torre-el-crucero-amenities-vig-_JM#position=10&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
42.0,40.0,1.0,1.0,4500.0,30000,$,"Av. Jujuy 1875, Parque Patricios",-34.63260220000001,-58.400328599999995,2021-10-04T14:17:32.000Z,https://departamento.mercadolibre.com.ar/MLA-1106481209-1-amb-muy-luminoso-distrito-tecnologico-_JM#position=11&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
100.0,100.0,4.0,3.0,,120000,$,"Libertad  1371, Retiro",-34.5914196,-58.383160700000005,2021-09-24T16:26:31.000Z,https://departamento.mercadolibre.com.ar/MLA-1105049355-alquiler-depto-4-amb-cdep-libertad-al-1300-dueno-d-_JM#position=12&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
65.0,60.0,2.0,1.0,,620,U$S,"Jose Hernandez 1499, Belgrano",-34.560394,-58.4443016,2021-09-25T16:02:02.000Z,https://departamento.mercadolibre.com.ar/MLA-1105176312-dueno-directo-alquila-departamento-amoblado-belgrano-golf-_JM#position=13&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
,60.0,2.0,1.0,0.0,900,U$S,"Ugarteche Al 3200, Palermo Chico",-34.5789471,-58.411044700000005,2021-09-09T15:20:00.000Z,https://departamento.mercadolibre.com.ar/MLA-1102464612-departamento-amoblado-alquiler-paquete-palermo-chico-_JM#position=14&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
78.0,72.0,3.0,2.0,15000.0,75000,$,"Valentin Gomez 3873, Almagro",-34.6042839,-58.4191713,2021-09-05T18:17:48.000Z,https://departamento.mercadolibre.com.ar/MLA-1101709083-departamento-en-almagro-3-ambientes-seg-24hs-baulera-_JM#position=15&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
270.0,240.0,6.0,4.0,59000.0,3500,U$S,"Av Alvear 1900, Recoleta",-34.58776339999999,-58.389238600000006,2021-07-30T19:32:20.000Z,https://departamento.mercadolibre.com.ar/MLA-931933639-av-alvear-1900-cambio-oficial-piso-recic-2-coch-vig-24-_JM#position=16&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
30.0,27.0,1.0,,,55000,$,"Av, Lope De Vega 2436, Villa Devoto",-34.6187888,-58.51885079999999,2021-09-24T23:19:42.000Z,https://departamento.mercadolibre.com.ar/MLA-1105133848-dto-de-1-ambiente-con-balcon-vista-panoramica-_JM#position=17&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
40.0,40.0,1.0,,6.0,23000,$,"Esmeralda 700, San Nicolás",-34.6001518,-58.3783441,2021-10-05T18:49:04.000Z,https://departamento.mercadolibre.com.ar/MLA-1106809946-monoambiente-muy-luminoso-en-alquiler-microcentro-_JM#position=18&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
84.0,80.0,4.0,3.0,,72000,$,"Suipacha  200, San Nicolás",-34.6060541,-58.37946089999999,2021-09-11T19:53:42.000Z,https://departamento.mercadolibre.com.ar/MLA-1102937622-departamento-temporario-alquiler-microcentro-3-dormitorios-_JM#position=19&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
119.0,100.0,4.0,2.0,,70000,$,"Av Corrientes 753, San Nicolás",-34.603325,-58.37745329999999,2021-10-09T16:23:05.000Z,https://departamento.mercadolibre.com.ar/MLA-1107535266-alquiler-departamento-tres-ambientes-_JM#position=20&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
41.0,41.0,2.0,1.0,,59000,$,"Guido 1900, Recoleta",-34.5891741,-58.3911213,2021-10-12T14:54:27.000Z,https://departamento.mercadolibre.com.ar/MLA-1107560559-dto-frente-todo-sol-decoramobl-estilo-frances-impecable-_JM#position=21&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
64.0,60.0,3.0,1.0,14000.0,75000,$,"Bucarelli 1277, Parque Chas",-34.586623200000005,-58.47851850000001,2021-10-14T02:07:23.000Z,https://departamento.mercadolibre.com.ar/MLA-1108085140-departamento-en-alquiler-parque-chas-cochera-pileta-luminoso-_JM#position=22&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
71.0,71.0,2.0,1.0,18000.0,115000,$,"Juana Manso 1100, Puerto Madero",-34.611067999999996,-58.362646,2021-10-13T11:31:50.000Z,https://departamento.mercadolibre.com.ar/MLA-1107945974-departamento-en-alquiler-ubicado-en-puerto-madero-capital-federal-buenos-aires-_JM#position=23&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
80.0,75.0,3.0,3.0,11500.0,44000,$,"Condarco 279, Flores",-34.62792,-58.4677234,2021-10-17T13:42:14.000Z,https://departamento.mercadolibre.com.ar/MLA-1108424631-dueno-alquila-amplio-y-luminoso-departamento-3-amb-con-dep-_JM#position=24&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
33.0,28.0,1.0,,9000.0,39000,$,"Bernardo De Irigoyen 600, San Cristóbal",-34.615179,-58.3803036,2021-10-13T21:04:43.000Z,https://departamento.mercadolibre.com.ar/MLA-1108039797-impec-ambiente-ftecbcon-aterrazkitchinett-banoestrenar-_JM#position=25&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
73.0,61.0,3.0,3.0,15000.0,72000,$,"Moldes  1615, Belgrano R",-34.567822,-58.455746,2021-10-13T19:38:49.000Z,https://departamento.mercadolibre.com.ar/MLA-1108045065-alquiler-comercial-departamento-belgrano-3-ambientes-moldes-_JM#position=26&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
86.0,86.0,3.0,2.0,9000.0,70000,$,"Pacheco De Melo 2975, Barrio Norte",-34.5848145,-58.40454520000001,2021-10-17T23:06:36.000Z,https://departamento.mercadolibre.com.ar/MLA-1108445831-departamento-3-ambientes-en-alquiler-_JM#position=27&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
120.0,108.0,5.0,4.0,13000.0,98000,$,"Deheza 2357, Núñez",-34.5409739,-58.4732587,2021-10-18T18:23:59.000Z,https://departamento.mercadolibre.com.ar/MLA-1108687259-alquiler-departamento-nunez-5ambientes-balcon-frente-deheza-_JM#position=28&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
75.0,70.0,4.0,2.0,15000.0,40000,$,"Montevideo 333, Congreso",-34.6050598,-58.3892819,2021-09-13T20:27:03.000Z,https://departamento.mercadolibre.com.ar/MLA-1103127635-dueno-alquila-en-congreso-4-amb-2-dor-office-apto-prof-70m-_JM#position=29&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
30.0,30.0,1.0,,7000.0,23000,$,"Lavalle 1438, Congreso",-34.6029336,-58.3871331,2021-09-02T18:27:01.000Z,https://departamento.mercadolibre.com.ar/MLA-1101094020-alquiler-departamento-1-amb-y-medio-sin-gtia-prop-_JM#position=30&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
53.0,53.0,2.0,1.0,6500.0,40000,$,"Av. Álvarez Thomas 2800, Villa Urquiza",-34.574295299999996,-58.47972829999999,2021-09-10T14:32:57.000Z,https://departamento.mercadolibre.com.ar/MLA-1102717672--alquiler-departamento-de-2-ambientes-en-duplex-con-balcon-villa-urquiza--_JM#position=31&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
51.0,50.0,3.0,2.0,,58000,$,"José Pedro Varela 3983, Villa Devoto",-34.6043207,-58.50726579999999,2021-09-05T17:45:54.000Z,https://departamento.mercadolibre.com.ar/MLA-1101758324-alquiler-dueno-directo-3-ambientes-villa-devoto-_JM#position=32&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
35.0,35.0,2.0,1.0,7000.0,27000,$,"24 De Noviembre 100, Boedo",-34.6118411,-58.41168689999999,2021-08-27T14:25:19.000Z,https://departamento.mercadolibre.com.ar/MLA-1100116595-alq-dpto-2-amb2-pisofrente-24-de-noviembre-al-100-boedo-_JM#position=33&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
30.0,30.0,2.0,1.0,,23000,$,"Bartolomé Mitre  2602, Balvanera",-34.60882539999999,-58.40351410000001,2021-10-05T16:16:36.000Z,https://departamento.mercadolibre.com.ar/MLA-1106736285-alquiler-dpto-2amb-zona-balvanera-luminoso-_JM#position=34&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
50.0,50.0,3.0,2.0,1.0,30000,$,"Victor Hugo 2821, Villa Real",-34.6160643,-58.52862370000001,2021-10-03T23:10:10.000Z,https://departamento.mercadolibre.com.ar/MLA-1106443665-dueno-alquila-_JM#position=35&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
29.0,29.0,1.0,1.0,,27900,$,"Parana 880, Recoleta",-34.598539200000005,-58.38834920000001,2021-08-23T21:48:43.000Z,https://departamento.mercadolibre.com.ar/MLA-935572647-monoambiente-1-12-amb-recoleta-_JM#position=36&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
39.0,35.0,2.0,1.0,4800.0,38000,$,"Elias Bedoya 160, Villa Luro",-34.63776970000001,-58.51187339999999,2021-09-14T13:21:29.000Z,https://departamento.mercadolibre.com.ar/MLA-1103241468-departamento-2-ambientes-_JM#position=37&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
27.0,27.0,1.0,1.0,,26000,$,"Arenales 1500, Recoleta",-34.5948781,-58.388380700000006,2021-09-14T21:09:18.000Z,https://departamento.mercadolibre.com.ar/MLA-1103341950-alquiler-monoambiente-recoleta-_JM#position=38&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
28.0,28.0,1.0,1.0,,24500,$,"Guardia Vieja 3800, Almagro",-34.601073299999996,-58.4177088,2021-10-03T02:49:38.000Z,https://departamento.mercadolibre.com.ar/MLA-1106451113-departamento-monoambiente-excel-luminoso-2-cuadras-subte-b-_JM#position=39&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
135.0,125.0,4.0,3.0,21000.0,119000,$,"Doblas 575, Caballito",-34.6236768,-58.43064129999999,2021-08-05T22:26:48.000Z,https://departamento.mercadolibre.com.ar/MLA-932982918-dno-alquila-piso125mtsamoblado-4-amb3-banos-cochera-caba-_JM#position=40&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
,27.0,1.0,,8000.0,35000,$,"Virrey Arredondo Al 2600, Belgrano",-34.5695612,-58.45270550000001,2021-09-29T15:21:09.000Z,https://departamento.mercadolibre.com.ar/MLA-1105898613-departamento-monoambiente-con-vista-panoramica-_JM#position=41&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
82.0,80.0,4.0,3.0,23000.0,110000,$,"Ayacucho 1988, Recoleta",-34.5877716,-58.3894713,2021-09-09T19:21:58.000Z,https://departamento.mercadolibre.com.ar/MLA-1102564822-palier-privado-4-ambientes-2-dormitorios-y-una-dependencia-_JM#position=42&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
30.0,30.0,2.0,1.0,5000.0,32000,$,"Rio Bamba  Entre Paraguay Y Alvear 965, Recoleta",-34.59713,-58.396562,2021-07-06T18:21:18.000Z,https://departamento.mercadolibre.com.ar/MLA-928503317-depto-2-ambientes-contrafrente-sobre-rio-bamba-n-965-_JM#position=43&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
75.0,70.0,3.0,2.0,,65000,$,"Talcahuano 1200, Recoleta",-34.5946619,-58.3859986,2021-09-18T21:06:20.000Z,https://departamento.mercadolibre.com.ar/MLA-1103945029-dueno-alquila-dpto-al-frente-3-ambientes-con-dependencia-_JM#position=44&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
33.0,31.0,2.0,1.0,8800.0,29000,$,"San Luis 2845, Balvanera",-34.599653700000005,-58.40576120000001,2021-08-22T20:52:06.000Z,https://departamento.mercadolibre.com.ar/MLA-935435562-dpto-2-ambientes-en-impecable-estado-y-excel-ubicacion-_JM#position=45&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
32.0,32.0,1.0,,10000.0,45000,$,"Alicia M. De Justo 1848 1800, Puerto Madero",-34.619526,-58.365559999999995,2021-09-22T15:39:19.000Z,https://departamento.mercadolibre.com.ar/MLA-1104551354-departamento-monoambiente-en-alquiler-ubicado-en-puerto-madero-capital-federal-buenos-aires-_JM#position=46&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
35.0,35.0,2.0,1.0,4500.0,40000,$,"Vuelta De Obligado 1900, Belgrano",-34.563438700000006,-58.454074600000006,2021-09-03T16:45:05.000Z,https://departamento.mercadolibre.com.ar/MLA-1101341721-excelente-depto-2-ambientes-belgrano-sucre-y-obligado-_JM#position=47&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
145.0,145.0,4.0,3.0,45000.0,225000,$,"Aime Paime 1300, Puerto Madero",-34.613064,-58.36147,2021-07-26T18:04:51.000Z,https://departamento.mercadolibre.com.ar/MLA-930946956-departamento-en-alquiler-ubicado-en-puerto-madero-capital-federal-_JM#position=48&search_layout=grid&type=item&tracking_id=ad4245ce-5cc4-4c0b-aa33-51c85957e44e,depto
56.0,56.0,3.0,2.0,4000.0,38500,$,"Dellepiane 4300, Villa Lugano",-34.660563,-58.470924600000004,2021-10-04T14:17:06.000Z,https://departamento.mercadolibre.com.ar/MLA-1106493952-alquiler-departamento-3-ambientes-villa-lugano-caba-bnagera-_JM#position=1&search_layout=grid&type=item&tracking_id=054e7dd3-b5d8-4334-8a54-82201d5c4e50,depto
57.0,57.0,2.0,1.0,,135000,$,"Juana Manso 1500, Puerto Madero",-34.615582,-58.361974,2021-09-10T18:58:14.000Z,https://departamento.mercadolibre.com.ar/MLA-1102761753-departamento-en-alquiler-ubicado-en-puerto-madero-capital-federal-_JM#position=2&search_layout=grid&type=item&tracking_id=054e7dd3-b5d8-4334-8a54-82201d5c4e50,depto
32.0,35.0,1.0,,,55000,$,"Nuñez 2400, Núñez",-34.55014129999999,-58.467478799999995,2021-08-30T01:50:00.000Z,https://departamento.mercadolibre.com.ar/MLA-1100394933-excelente-monoambiente-gastos-incluidos-al-frente-_JM#position=3&search_layout=grid&type=item&tracking_id=054e7dd3-b5d8-4334-8a54-82201d5c4e50,depto
32.0,35.0,1.0,,,55000,$,"Nuñez 2400, Núñez",-34.55014129999999,-58.467478799999995,2021-08-30T01:50:00.000Z,https://departamento.mercadolibre.com.ar/MLA-1100394933-excelente-monoambiente-gastos-incluidos-al-frente-_JM#position=3&search_layout=grid&type=item&tracking_id=054e7dd3-b5d8-4334-8a54-82201d5c4e50,depto
39.0,36.0,1.0,1.0,,35000,$,"Peru 1600, Barracas",-34.6268336,-58.373663,2021-09-14T00:36:23.000Z,https://departamento.mercadolibre.com.ar/MLA-1103166824-deptos-monoambientes-en-capital-en-alquiler-_JM#position=4&search_layout=grid&type=item&tracking_id=054e7dd3-b5d8-4334-8a54-82201d5c4e50,depto
54.0,54.0,2.0,1.0,,38000,$,"Av. San Martín 2571, Paternal",-34.603323100000004,-58.462490100000004,2021-10-07T05:04:46.000Z,https://departamento.mercadolibre.com.ar/MLA-1107095113-dueno-alquila-2amb-caba-semi-amueblado-sexpensas-_JM#position=5&search_layout=grid&type=item&tracking_id=054e7dd3-b5d8-4334-8a54-82201d5c4e50,depto
35.0,33.0,1.0,,,35000,$,"Perú 1646, Barracas",-34.6274614,-58.37336139999999,2021-09-22T14:35:05.000Z,https://departamento.mercadolibre.com.ar/MLA-1104524213-departamento-monoambiente-en-alquiler-en-barracas-_JM#position=6&search_layout=grid&type=item&tracking_id=054e7dd3-b5d8-4334-8a54-82201d5c4e50,depto
36.0,30.0,1.0,,7000.0,35000,$,"La Pampa 4449, Villa Ortúzar",-34.576249100000005,-58.4741826,2021-09-10T17:48:35.000Z,https://departamento.mercadolibre.com.ar/MLA-1102733690-monoambiente-_JM#position=7&search_layout=grid&type=item&tracking_id=054e7dd3-b5d8-4334-8a54-82201d5c4e50,depto
35.0,33.0,1.0,,,37000,$,"Perú 1646, San Telmo",-34.6274614,-58.37336139999999,2021-09-22T16:04:32.000Z,https://departamento.mercadolibre.com.ar/MLA-1104545016-departamento-con-terraza-en-alquiler-san-telmo-_JM#position=8&search_layout=grid&type=item&tracking_id=054e7dd3-b5d8-4334-8a54-82201d5c4e50,depto
73.0,62.0,3.0,2.0,5500.0,55000,$,"Av. Directorio 3852, Parque Avellaneda",-34.6402588,-58.47794939999999,2021-09-28T05:38:55.000Z,https://departamento.mercadolibre.com.ar/MLA-1105599497-departamento-3-amb-con-balcon-en-alquiler-parque-avellaned-_JM#position=9&search_layout=grid&type=item&tracking_id=054e7dd3-b5d8-4334-8a54-82201d5c4e50,depto
